CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
16192974;112;Společnost s r.o.;1;69;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
16489071;101;Fyz. os. podnikající dle živ. zákona;NULL;22;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
17010497;101;Fyz. os. podnikající dle živ. zákona;0;28;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
17048133;706;Spolek;NULL;34;94996;[94996] Činnosti organizací na ochranu etnických, menšinových skupin;S;[S] Ostatní činnosti
18398537;101;Fyz. os. podnikající dle živ. zákona;0;9;43210;[43210] Elektrické instalace;F;[F] Stavebnictví
22735119;706;Spolek;NULL;22;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
22893555;706;Spolek;NULL;47;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
26340933;112;Společnost s r.o.;1;58;63120;[63120] Činnosti související s webovými portály;J;[J] Informační a komunikační činnosti
26397706;112;Společnost s r.o.;NULL;40;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
26406047;112;Společnost s r.o.;1;90;702;[702] Poradenství v oblasti řízení;M;[M] Profesní, vědecké a technické činnosti
26418649;112;Společnost s r.o.;NULL;38;32300;[32300] Výroba sportovních potřeb;C;[C] Zpracovatelský průmysl
26444585;112;Společnost s r.o.;1;81;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26457121;112;Společnost s r.o.;NULL;4;4778;[4778] Ostatní maloobchod s novým zbožím ve specializ. prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26464039;421;Odšt.záv.zahr.práv.os.;10;40;52290;[52290] Ostatní vedlejší činnosti v dopravě;H;[H] Doprava a skladování
26479079;112;Společnost s r.o.;1;50;52290;[52290] Ostatní vedlejší činnosti v dopravě;H;[H] Doprava a skladování
26503930;112;Společnost s r.o.;NULL;22;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
26505134;112;Společnost s r.o.;6;64;279;[279] Výroba ostatních elektrických zařízení;C;[C] Zpracovatelský průmysl
26514109;112;Společnost s r.o.;1;86;78100;[78100] Činnosti agentur zprostředkujících zaměstnání;N;[N] Administrativní a podpůrné činnosti
26514141;112;Společnost s r.o.;NULL;0;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
26603772;706;Spolek;NULL;55;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
26610388;706;Spolek;NULL;34;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
26667665;706;Spolek;6;90;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
26711834;112;Společnost s r.o.;100;93;78200;[78200] Činnosti agentur zprostředkujících práci na přechodnou dobu;N;[N] Administrativní a podpůrné činnosti
26746581;112;Společnost s r.o.;25;96;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
26748151;112;Společnost s r.o.;25;76;52240;[52240] Manipulace s nákladem;H;[H] Doprava a skladování
26762391;112;Společnost s r.o.;250;99;52290;[52290] Ostatní vedlejší činnosti v dopravě;H;[H] Doprava a skladování
26762391;112;Společnost s r.o.;250;99;52290;[52290] Ostatní vedlejší činnosti v dopravě;H;[H] Doprava a skladování
26764946;112;Společnost s r.o.;1;47;18130;[18130] Příprava tisku a digitálních dat;C;[C] Zpracovatelský průmysl
26777614;121;Akciová společnost;NULL;40;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
26860791;112;Společnost s r.o.;NULL;20;43290;[43290] Ostatní stavební instalace;F;[F] Stavebnictví
44725817;101;Fyz. os. podnikající dle živ. zákona;10;75;10890;[10890] Výroba ostatních potravinářských výrobků j. n.;C;[C] Zpracovatelský průmysl
45254401;101;Fyz. os. podnikající dle živ. zákona;1;56;93290;[93290] Ostatní zábavní a rekreační činnosti j. n.;R;[R] Kulturní, zábavní a rekreační činnosti
45265682;101;Fyz. os. podnikající dle živ. zákona;1;40;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
45317054;121;Akciová společnost;5000;100;64190;[64190] Ostatní peněžní zprostředkování;K;[K] Peněžnictví a pojišťovnictví
45317054;121;Akciová společnost;5000;100;64190;[64190] Ostatní peněžní zprostředkování;K;[K] Peněžnictví a pojišťovnictví
45585890;101;Fyz. os. podnikající dle živ. zákona;10;60;46520;[46520] VO s elektronickým a telekomunikačním zařízením a jeho díly;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45694524;101;Fyz. os. podnikající dle živ. zákona;NULL;40;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
45775427;101;Fyz. os. podnikající dle živ. zákona;NULL;5;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45777586;101;Fyz. os. podnikající dle živ. zákona;0;20;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
45778752;101;Fyz. os. podnikající dle živ. zákona;0;47;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45787395;112;Společnost s r.o.;NULL;55;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
45793611;112;Společnost s r.o.;NULL;56;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45794481;112;Společnost s r.o.;6;82;45320;[45320] MO s díly, přísluš. pro motorová vozidla, kromě motocyklů;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45797170;112;Společnost s r.o.;20;93;7112;[7112] Inženýrské činnosti a související technické poradenství;M;[M] Profesní, vědecké a technické činnosti
45798508;112;Společnost s r.o.;NULL;0;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
69303924;101;Fyz. os. podnikající dle živ. zákona;0;56;56300;[56300] Pohostinství;I;[I] Ubytování, stravování a pohostinství
69512981;101;Fyz. os. podnikající dle živ. zákona;0;28;331;[331] Opravy kovodělných výrobků, strojů a zařízení;C;[C] Zpracovatelský průmysl
69802475;101;Fyz. os. podnikající dle živ. zákona;0;60;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
70093890;101;Fyz. os. podnikající dle živ. zákona;0;56;18140;[18140] Vázání a související činnosti;C;[C] Zpracovatelský průmysl
70102431;331;Příspěvková organizace;25;56;85311;[85311] Základní vzdělávání na druhém stupni základních škol;P;[P] Vzdělávání
3948935;112;Společnost s r.o.;1;60;743;[743] Překladatelské a tlumočnické činnosti;M;[M] Profesní, vědecké a technické činnosti
4109341;112;Společnost s r.o.;NULL;60;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
4128061;112;Společnost s r.o.;1;55;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
4144554;112;Společnost s r.o.;NULL;22;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4157524;112;Společnost s r.o.;NULL;34;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
4190831;105;Fyz.osoba ost.;0;38;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
4194977;105;Fyz.osoba ost.;0;9;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
4304977;121;Akciová společnost;NULL;38;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4319621;112;Společnost s r.o.;1;28;4939;[4939] Ostatní pozemní osobní doprava j. n.;H;[H] Doprava a skladování
4334876;112;Společnost s r.o.;NULL;0;491;[491] Železniční osobní doprava meziměstská;H;[H] Doprava a skladování
4336216;121;Akciová společnost;10;64;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
4336399;112;Společnost s r.o.;10;8;46430;[46430] Velkoobchod s elektrospotřebiči a elektronikou;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4375173;112;Společnost s r.o.;NULL;60;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
4384865;112;Společnost s r.o.;NULL;38;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4413024;112;Společnost s r.o.;1;83;16;[016] Podpůrné činnosti pro zemědělství a posklizňové činnosti;A;[A] Zemědělství, lesnictví, rybářství
4475747;112;Společnost s r.o.;10;56;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
4515706;112;Společnost s r.o.;1;60;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4549198;932;Evropská společnost;NULL;38;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
4569369;112;Společnost s r.o.;NULL;0;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4593286;112;Společnost s r.o.;NULL;40;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
4630505;112;Společnost s r.o.;1;0;801;[801] Činnosti soukromých bezpečnostních agentur;N;[N] Administrativní a podpůrné činnosti
8883459;424;Zahr.fyzická osoba;NULL;50;NULL;NULL;NULL;NULL
8884161;112;Společnost s r.o.;NULL;50;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8888124;112;Společnost s r.o.;NULL;50;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
8910014;703;Odborová organizace a organizace zaměstnavatelů;NULL;50;94200;[94200] Činnosti odborových svazů;S;[S] Ostatní činnosti
8929319;121;Akciová společnost;NULL;50;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8937192;101;Fyz. os. podnikající dle živ. zákona;NULL;60;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
8940215;112;Společnost s r.o.;NULL;50;36;[36] Shromažďování, úprava a rozvod vody;E;"[E] Zásobování vodou; činnosti související s odpady a sanacemi"
8951128;112;Společnost s r.o.;NULL;60;8553;[8553] Činnosti autoškol a jiných škol řízení;P;[P] Vzdělávání
8957746;112;Společnost s r.o.;NULL;50;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
8972656;112;Společnost s r.o.;1;50;70220;[70220] Ostatní poradenství v oblasti podnikání a řízení;M;[M] Profesní, vědecké a technické činnosti
8999911;121;Akciová společnost;NULL;91;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
9008837;101;Fyz. os. podnikající dle živ. zákona;NULL;50;55;[55] Ubytování;I;[I] Ubytování, stravování a pohostinství
9019782;101;Fyz. os. podnikající dle živ. zákona;NULL;50;NULL;NULL;NULL;NULL
9043365;121;Akciová společnost;NULL;50;64300;[64300] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
9049266;421;Odšt.záv.zahr.práv.os.;NULL;50;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
